employee_id,first_name,last_name,email,gender,department,job_title,hire_date,exit_date,is_active,salary,currency,country,state,city,manager_id,performance_score
1086,Sam,Naidoo,sam.naidoo@mail.com,Male,Human Resources,Senior Analyst,10-28-2021,2022-09-03,,27910.76,R,South Africa,Gauteng,,1053.0,
1087, Zed ,Ndlovu ,zed.ndlovuexample.com,Other,Operations,Accountant,2016-06-29 00:00:00,2021-03-28,,-31403.47,ZAR,UK,,Polokwane,,B
1088, Abel ,Nguyen,abel.nguyen@company.co.za,Female,Ops,Accountant,2020-03-01 00:00:00,,1.0,50562.62,R,south-africa,KZN,Durban,999999.0,C
1089, Alice,Nguyen ,alice.nguyen@example.com,Female,Human Resources,Manager,2015-05-07 00:00:00,,0.0,53354.96,GBP,ZA,Western Cape,Cape Town,1060.0,A
1090, Una,Smith ,una.smith@example.com,Male,Engineering,HR Officer,2017-11-09 00:00:00,,0.0,43033.02,GBP,SA,,Durban,1055.0,C
1091,David,Khan ,david.khan@example,F,Information Technology,Analyst,2017-07-12 00:00:00,,0.0,41584.94,ZAR,South Africa,,Pretoria,1087.0,A
1092, Tari,Dlamini,tari.dlamini@example,M,HR,Data Scientist,2016-08-04 00:00:00,2019-09-07,,43119.55,GBP,United States,Western Cape,Polokwane,1017.0,
1093,Jane,Pillay ,jane.pillay@example,M,IT,Engineer,04-17-2022,,0.0,34853.09,R,UK,Western Cape,Cape Town,1050.0,A
1094,Liam ,Naidoo ,liam.naidoo@example,Female,Finance,Data Scientist,2015-08-22 00:00:00,2020-08-09,,34092.04,USD,south-africa,,Cape Town,,D
1095, Ken,Govender,ken.govender@company.co.za,M,sales,Senior Analyst,04-30-2020,,1.0,26916.26,GBP,south-africa,Limpopo,Polokwane,,C
1096,Bea ,Mthembu ,bea.mthembu@example,M,Engineering,Data Scientist,12-16-2018,,0.0,-34329.59,$,USA,KZN,Cape Town,1019.0,
1097, Henry ,Dlamini,henry.dlamini@company.co.za,M,Eng,Analyst,2015-04-15 00:00:00,,0.0,62119.36,GBP,U.K.,,,1088.0,C
1098, Bob ,Mthembu,bob.mthembu@example.com,Other,Human Resources,HR Officer,03-14-2019,,1.0,45428.47,$,UK,,Pretoria,1012.0,C
1099, Chipo,Nguyen,chipo.nguyen@company.co.za,Male,sales,HR Officer,2022-01-28 00:00:00,,1.0,30894.6,ZAR,UK,,,1006.0,A
1100,Jane ,van Wyk ,jane.van wyk@example.com,F,Information Technology,Analyst,03-16-2017,,1.0,29336.88,R,United States,,Johannesburg,1010.0,D
1101, Abel,Zuma,abel.zuma@company.co.za,F,Finance,Clerk,2018-02-02 00:00:00,2021-06-08,,24626.12,R,U.K.,,,,B
1102,Henry,Nkosi,henry.nkosicompany.co.za,Female,Sales,Data Scientist,2019-10-09 00:00:00,,1.0,39492.44,R,U.K.,KZN,Polokwane,,A
1103, Faith ,Naidoo,faith.naidoo@example.com,M,FIN,HR Officer,04-19-2021,,0.0,39698.55,USD,United States,Western Cape,Polokwane,1037.0,A
1104,Isaac ,Govender,isaac.govender@mail.com,M,Human Resources,Engineer,2018-09-01 00:00:00,,0.0,17682.54,USD,ZA,,Polokwane,1075.0,
1105, Grace,Nkosi ,grace.nkosi@example,Male,Engineering,Sales Rep,2017-05-10 00:00:00,2022-01-19,,40836.02,$,South Africa,,,999999.0,B
1106,Yara ,Nguyen,yara.nguyenexample.com,Other,Engineering,Sales Rep,2018-01-05 00:00:00,2020-01-11,,28166.33,$,SA,KZN,Cape Town,1087.0,D
1107, Alice,Govender ,alice.govender@company.co.za,F,Human Resources,Manager,2018-04-08 00:00:00,,1.0,416965.2,R,U.K.,Western Cape,,1049.0,C
1108,Una,Govender ,una.govender@company.co.za,Other,Information Technology,Clerk,2015-01-04 00:00:00,,0.0,36882.13,Â£,South Africa,Western Cape,,1102.0,A
1109, Nia,van Wyk ,nia.van wyk@example.com,F,Eng,Accountant,10-25-2018,,0.0,55612.76,Â£,United States,Western Cape,Polokwane,1006.0,C
1110,Faith,Khan ,faith.khan@mail.com,Other,H.R.,Clerk,2018-11-23 00:00:00,,1.0,29502.48,Â£,ZA,Gauteng,Pretoria,1018.0,C
1111,Esi,van Wyk ,esi.van wyk@example.com,Male,Operations,Manager,2022-05-08 00:00:00,,0.0,31544.19,USD,USA,Western Cape,Johannesburg,1036.0,C
1112,Oscar ,Dlamini ,oscar.dlamini@example,F,FIN,Manager,2021-04-02 00:00:00,2025-07-16,,38597.7,USD,south-africa,,Polokwane,,C
1113,Alice ,Ndlovu ,alice.ndlovumail.com,Other,Ops,Analyst,04-14-2015,,1.0,47671.38,Â£,SA,Gauteng,,1040.0,D
1114, Faith ,Govender,faith.govender@company.co.za,Male,Engineering,Data Scientist,2017-09-07 00:00:00,2022-04-08,,41790.59,R,USA,Limpopo,Polokwane,1039.0,B
1115,Will,Nkosi ,will.nkosi@example,Male,HR,Accountant,05-17-2020,2025-03-04,,20197.71,ZAR,South Africa,,,1044.0,B
1116,Chad ,van Wyk ,chad.van wyk@example.com,Other,IT,Clerk,2021-05-13 00:00:00,,0.0,37194.81,R,U.K.,,Pretoria,1104.0,
1117, Vin ,Pillay ,vin.pillay@mail.com,Male,Engineering,Sales Rep,2022-02-08 00:00:00,2025-12-28,,35266.94,GBP,U.K.,KZN,Pretoria,1057.0,B
1118,Faith,Nkosi ,faith.nkosi@example.com,Male,Information Technology,Data Scientist,12-14-2022,2026-03-30,,29851.18,$,south-africa,Limpopo,Cape Town,,
1119, David,Zuma,david.zuma@example,Male,H.R.,Clerk,2021-12-09 00:00:00,2021-09-10,,27222.74,Â£,SA,Limpopo,Johannesburg,1112.0,C
1120, Faith,Ndlovu ,faith.ndlovu@example.com,F,sales,Sales Rep,2019-01-02 00:00:00,,1.0,55970.93,ZAR,ZA,KZN,Durban,999999.0,D
1121,David ,Brown,david.brown@example.com,M,H.R.,Manager,03-20-2021,,1.0,30315.36,USD,USA,Gauteng,Johannesburg,1020.0,A
1122,Zed,Nguyen,zed.nguyen@example,Other,H.R.,Accountant,05-31-2019,,0.0,24848.93,GBP,South Africa,Western Cape,Cape Town,,
1123, Oscar ,Smith,oscar.smith@company.co.za,Female,Engineering,Engineer,03-26-2015,,1.0,42645.35,ZAR,United States,KZN,Durban,1068.0,A
1124,Rae,Brown ,rae.brown@example.com,M,FIN,Engineer,2016-01-08 00:00:00,,0.0,36567.48,GBP,U.K.,KZN,Johannesburg,1086.0,
1125,Liam ,Nkosi,liam.nkosi@mail.com,Male,Information Technology,Accountant,07-17-2019,,1.0,34090.23,USD,United States,,Durban,1025.0,
1126, Faith ,Pillay ,faith.pillay@example,F,Human Resources,Accountant,2018-07-31 00:00:00,,1.0,44375.62,ZAR,ZA,Gauteng,Polokwane,1115.0,A
1127,Grace,Nkosi,grace.nkosiexample.com,Female,IT,Clerk,2016-07-13 00:00:00,,1.0,40863.5,USD,South Africa,,Polokwane,1087.0,A
1128,Bea,Smith ,bea.smith@example,Male,Eng,Data Scientist,2020-03-12 00:00:00,,0.0,39346.28,USD,SA,Gauteng,Johannesburg,1019.0,C
1129, Abel ,Ndlovu,abel.ndlovu@company.co.za,Other,IT,Data Scientist,2022-12-24 00:00:00,,0.0,46570.41,USD,SA,KZN,Johannesburg,1026.0,B
1130, Una,Nkosi,una.nkosi@mail.com,M,sales,Sales Rep,2017-04-19 00:00:00,,0.0,38403.64,R,United States,Gauteng,Durban,1063.0,B
1131, Una ,Ndlovu,una.ndlovu@company.co.za,Male,HR,Senior Analyst,2022-05-27 00:00:00,,0.0,27596.94,$,U.K.,Limpopo,,999999.0,C
1132,Will,Smith ,will.smith@mail.com,Female,Eng,Data Scientist,2018-07-05 00:00:00,,1.0,30652.61,R,United Kingdom,KZN,Johannesburg,1125.0,B
1133, Ken,Govender,ken.govender@mail.com,Female,Ops,Clerk,2015-09-07 00:00:00,2020-06-11,,28748.33,R,South Africa,Western Cape,Durban,1091.0,D
1134,Vin ,Smith ,vin.smith@example,F,HR,Engineer,2017-04-04 00:00:00,2020-03-02,,37516.66,ZAR,UK,Gauteng,Johannesburg,1125.0,D
1135,Alice,Naidoo,alice.naidoo@company.co.za,Other,Human Resources,Clerk,05-31-2017,2017-11-25,,22064.18,ZAR,ZA,,Johannesburg,1093.0,A
1136, Una ,Zuma ,una.zuma@company.co.za,Female,Engineering,Sales Rep,2019-09-13 00:00:00,,0.0,13010.89,R,United States,KZN,,1097.0,A
1137,Chipo,Nguyen ,chipo.nguyen@company.co.za,Male,Sales,Sales Rep,06-29-2022,2026-10-04,,36057.86,$,ZA,,,1097.0,D
1138, Que,Pillay,que.pillay@company.co.za,M,Sales,Clerk,2020-08-11 00:00:00,,1.0,18961.75,GBP,SA,KZN,Cape Town,1040.0,B
1139,Una ,Nguyen ,una.nguyen@company.co.za,Female,Eng,Senior Analyst,2019-08-07 00:00:00,2021-09-05,,11576.26,USD,U.K.,KZN,Polokwane,1116.0,
1140,Esi ,Moyo ,esi.moyo@mail.com,M,sales,Clerk,2019-11-04 00:00:00,2020-10-23,,39479.97,USD,United Kingdom,Western Cape,Durban,,A
1141, Grace ,Naidoo ,grace.naidoo@example.com,Male,Eng,Clerk,2015-06-21 00:00:00,,0.0,26467.36,GBP,ZA,,Pretoria,1053.0,A
1142, Yara ,Zuma ,yara.zuma@example,Female,Information Technology,Analyst,03-17-2016,,0.0,40953.51,$,U.K.,Limpopo,Cape Town,1003.0,D
1143, Rae ,Moyo ,rae.moyo@example,Female,Finance,Senior Analyst,2021-05-27 00:00:00,2025-09-15,,28629.75,USD,USA,Gauteng,Pretoria,1107.0,D
1144,Abel ,Moyo ,abel.moyo@mail.com,F,HR,Manager,2021-01-16 00:00:00,,0.0,21536.45,$,South Africa,KZN,Durban,1098.0,C
1145,Jane,Nkosi,jane.nkosi@company.co.za,Female,Information Technology,Accountant,12-17-2022,,1.0,20077.79,Â£,UK,Gauteng,Pretoria,999999.0,D
1146,Jane ,Nkosi ,jane.nkosi@example,Other,Finance,Analyst,2017-07-01 00:00:00,2021-12-08,,28820.87,Â£,United States,,,1057.0,B
1147,Rae,Nguyen,rae.nguyen@example.com,Female,Finance,Senior Analyst,07-26-2015,,0.0,31719.41,Â£,SA,Gauteng,Cape Town,,
1148,Zed ,Ndlovu ,zed.ndlovu@company.co.za,Male,Finance,Manager,06-18-2022,2024-09-03,,25118.48,R,USA,Western Cape,,1086.0,A
1149,Abel,Ndlovu,abel.ndlovu@company.co.za,Female,HR,Accountant,2016-01-16 00:00:00,,1.0,31626.71,R,United Kingdom,Gauteng,Pretoria,1001.0,C
1150, Bob ,Naidoo ,bob.naidoo@example,F,Ops,Clerk,2017-01-02 00:00:00,,1.0,16566.77,ZAR,SA,,Polokwane,999999.0,A
1007, David,Zuma,david.zuma@example.com,M,Sales,Manager,2016-03-26 00:00:00,2017-02-28,,34989.32,R,U.K.,Western Cape,,1003.0,A
1004, Sam ,Brown ,sam.brown@example,M,Sales,Senior Analyst,01-19-2016,,1.0,39890.2,Â£,USA,KZN,,1003.0,C
1114, Faith ,Govender,faith.govender@company.co.za,Male,Engineering,Data Scientist,2017-09-07 00:00:00,2022-04-08,,41790.59,R,USA,Limpopo,Polokwane,1039.0,B
1013,Que ,Khan,que.khan@example.com,F,H.R.,Manager,2016-02-08 00:00:00,,0.0,41063.59,ZAR,United States,Gauteng,Cape Town,1001.0,D
1025, Abel ,Khan ,abel.khan@mail.com,M,Finance,Senior Analyst,2021-07-09 00:00:00,,0.0,34455.37,GBP,United Kingdom,Gauteng,,1016.0,D
